Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
17,Entry short,2025-04-09 13:25,Short,3068,2,6136,-236,-0.38,186,0.30,-232,-0.38,2394,0.24
18,Exit short,2025-04-09 18:45,Short Exit,3086.6,2,6152.8,-212,-0.34,70,0.11,-208,-0.34,2182,0.22
18,Entry short,2025-04-09 18:40,Short,3076.4,2,6152.8,-212,-0.34,70,0.11,-208,-0.34,2182,0.22
19,Exit long,2025-04-09 23:35,EOD Close 21:00 UTC,3100.7,2,6201.4,-8,-0.01,0,0.00,-4,-0.01,2174,0.22
19,Entry long,2025-04-09 23:35,Long,3100.7,2,6201.4,-8,-0.01,0,0.00,-4,-0.01,2174,0.22
20,Exit short,2025-04-10 03:05,Short Exit,3116.2,2,6216,-172,-0.28,264,0.42,-168,-0.27,2002,0.20
20,Entry short,2025-04-10 02:05,Short,3108,2,6216,-172,-0.28,264,0.42,-168,-0.27,2002,0.20
21,Exit long,2025-04-10 23:05,EOD Close 21:00 UTC,3198.6,2,6233.6,1628,2.61,1646,2.64,-74,-0.12,3630,0.36
21,Entry long,2025-04-10 03:05,Long,3116.8,2,6233.6,1628,2.61,1646,2.64,-74,-0.12,3630,0.36
22,Exit long,2025-04-11 01:50,Long Exit,3226.2,2,6464,-124,-0.19,60,0.09,-120,-0.19,3506,0.35
22,Entry long,2025-04-11 01:45,Long,3232,2,6464,-124,-0.19,60,0.09,-120,-0.19,3506,0.35
23,Exit long,2025-04-11 02:15,Long Exit,3225,2,6470.6,-214,-0.33,100,0.15,-210,-0.32,3292,0.33
23,Entry long,2025-04-11 02:05,Long,3235.3,2,6470.6,-214,-0.33,100,0.15,-210,-0.32,3292,0.33
24,Exit short,2025-04-11 07:35,Short Exit,3225.9,2,6414.6,-380,-0.59,44,0.07,-376,-0.59,2912,0.29
24,Entry short,2025-04-11 06:45,Short,3207.3,2,6414.6,-380,-0.59,44,0.07,-376,-0.59,2912,0.29
25,Exit short,2025-04-16 14:55,Short Exit,3331.9,2,6632.6,-320,-0.48,220,0.33,-316,-0.48,2592,0.26
25,Entry short,2025-04-16 09:30,Short,3316.3,2,6632.6,-320,-0.48,220,0.33,-316,-0.48,2592,0.26
26,Exit short,2025-04-17 15:30,Short Exit,3309.8,2,6701,806,1.20,810,1.21,-142,-0.21,3398,0.34
26,Entry short,2025-04-17 02:35,Short,3350.5,2,6701,806,1.20,810,1.21,-142,-0.21,3398,0.34
27,Exit long,2025-04-22 03:40,Long Exit,3473,2,6870.6,746,1.09,750,1.09,-132,-0.19,4144,0.41
27,Entry long,2025-04-22 01:20,Long,3435.3,2,6870.6,746,1.09,750,1.09,-132,-0.19,4144,0.41
28,Exit short,2025-04-22 09:55,Short Exit,3454.2,2,6989.2,800,1.14,804,1.15,-136,-0.19,4944,0.49
28,Entry short,2025-04-22 07:25,Short,3494.6,2,6989.2,800,1.14,804,1.15,-136,-0.19,4944,0.49
29,Exit short,2025-04-22 17:00,Short Exit,3418.6,2,6930,920,1.33,924,1.33,-72,-0.10,5864,0.59
29,Entry short,2025-04-22 13:25,Short,3465,2,6930,920,1.33,924,1.33,-72,-0.10,5864,0.59
30,Exit short,2025-04-23 02:40,Short Exit,3389.7,2,6745.4,-348,-0.52,94,0.14,-344,-0.51,5516,0.55
30,Entry short,2025-04-23 02:05,Short,3372.7,2,6745.4,-348,-0.52,94,0.14,-344,-0.51,5516,0.55
31,Exit short,2025-04-23 04:45,Short Exit,3355.2,2,6692.8,-184,-0.27,102,0.15,-180,-0.27,5332,0.53
31,Entry short,2025-04-23 04:15,Short,3346.4,2,6692.8,-184,-0.27,102,0.15,-180,-0.27,5332,0.53
32,Exit short,2025-04-23 07:00,Short Exit,3319.4,2,6698.2,586,0.87,590,0.88,-80,-0.12,5918,0.59
32,Entry short,2025-04-23 06:30,Short,3349.1,2,6698.2,586,0.87,590,0.88,-80,-0.12,5918,0.59
33,Exit short,2025-04-23 07:00,TP 3:1,3319.5,1,3318.4,-15,-0.05,0,0.00,-13,-0.04,5901,0.59
33,Entry short,2025-04-23 07:00,Short,3318.4,1,3318.4,-15,-0.05,0,0.00,-13,-0.04,5901,0.59
34,Exit short,2025-04-23 07:00,TP 3:1,3319.5,1,3318.4,-15,-0.05,0,0.00,-13,-0.04,5888,0.59
34,Entry short,2025-04-23 07:00,Short,3318.4,1,3318.4,-15,-0.05,0,0.00,-13,-0.04,5888,0.59
35,Exit short,2025-04-23 07:00,TP 3:1,3324.7,1,3319.3,-58,-0.17,0,0.00,-56,-0.17,5828,0.58
35,Entry short,2025-04-23 07:00,Short,3319.3,1,3319.3,-58,-0.17,0,0.00,-56,-0.17,5828,0.58
36,Exit short,2025-04-23 07:00,TP 3:1,3324.7,1,3319.3,-58,-0.17,0,0.00,-56,-0.17,5772,0.58
36,Entry short,2025-04-23 07:00,Short,3319.3,1,3319.3,-58,-0.17,0,0.00,-56,-0.17,5772,0.58
37,Exit short,2025-04-23 07:00,TP 3:1,3326.3,1,3324.7,-20,-0.06,0,0.00,-18,-0.05,5750,0.57
37,Entry short,2025-04-23 07:00,Short,3324.7,1,3324.7,-20,-0.06,0,0.00,-18,-0.05,5750,0.57
38,Exit short,2025-04-23 07:00,TP 3:1,3322.7,1,3324.7,16,0.05,18,0.05,-18,-0.05,5768,0.58
38,Entry short,2025-04-23 07:00,Short,3324.7,1,3324.7,16,0.05,18,0.05,-18,-0.05,5768,0.58
39,Exit short,2025-04-23 07:00,TP 3:1,3322.7,1,3322.7,-4,-0.01,0,0.00,-2,-0.01,5762,0.58
39,Entry short,2025-04-23 07:00,Short,3322.7,1,3322.7,-4,-0.01,0,0.00,-2,-0.01,5762,0.58
40,Exit short,2025-04-23 07:00,TP 3:1,3323.3,1,3322.7,-10,-0.03,0,0.00,-8,-0.02,5754,0.58
40,Entry short,2025-04-23 07:00,Short,3322.7,1,3322.7,-10,-0.03,0,0.00,-8,-0.02,5754,0.58
41,Exit short,2025-04-23 07:05,TP 3:1,3320.6,1,3320.4,-6,-0.02,0,0.00,-6,-0.02,5746,0.57
41,Entry short,2025-04-23 07:00,Short,3320.4,1,3320.4,-6,-0.02,0,0.00,-6,-0.02,5746,0.57
42,Exit short,2025-04-23 08:00,Short Exit,3318.1,1,3320.4,19,0.06,176,0.53,-165,-0.50,5767,0.58
42,Entry short,2025-04-23 07:00,Short,3320.4,1,3320.4,19,0.06,176,0.53,-165,-0.50,5767,0.58
43,Exit long,2025-04-24 04:20,Long Exit,3339.9,2,6698.2,-192,-0.29,550,0.82,-188,-0.28,5575,0.56
43,Entry long,2025-04-24 02:05,Long,3349.1,2,6698.2,-192,-0.29,550,0.82,-188,-0.28,5575,0.56
44,Exit short,2025-04-25 14:20,Short Exit,3280.6,2,6667.8,1058,1.59,1062,1.59,-90,-0.13,6633,0.66
44,Entry short,2025-04-25 05:00,Short,3333.9,2,6667.8,1058,1.59,1062,1.59,-90,-0.13,6633,0.66
45,Exit short,2025-04-28 03:40,Short Exit,3293.4,2,6571,-166,-0.25,150,0.23,-162,-0.25,6467,0.65
45,Entry short,2025-04-28 03:05,Short,3285.5,2,6571,-166,-0.25,150,0.23,-162,-0.25,6467,0.65
46,Exit long,2025-04-30 23:05,EOD Close 21:00 UTC,3295.1,2,6584.8,46,0.07,754,1.14,-22,-0.03,6513,0.65
46,Entry long,2025-04-30 13:20,Long,3292.4,2,6584.8,46,0.07,754,1.14,-22,-0.03,6513,0.65
47,Exit short,2025-05-01 12:50,Short Exit,3213.3,2,6512,846,1.30,850,1.31,-94,-0.14,7359,0.74
47,Entry short,2025-05-01 01:35,Short,3256,2,6512,846,1.30,850,1.31,-94,-0.14,7359,0.74
48,Exit long,2025-05-06 17:35,Long Exit,3415.2,2,6734.2,954,1.42,958,1.42,-198,-0.29,8313,0.83
48,Entry long,2025-05-06 02:10,Long,3367.1,2,6734.2,954,1.42,958,1.42,-198,-0.29,8313,0.83
49,Exit long,2025-05-06 23:15,EOD Close 21:00 UTC,3421.6,2,6843.2,-8,-0.01,0,0.00,-4,-0.01,8305,0.83
49,Entry long,2025-05-06 23:15,Long,3421.6,2,6843.2,-8,-0.01,0,0.00,-4,-0.01,8305,0.83
50,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3424.1,2,6840.6,-84,-0.12,0,0.00,-80,-0.12,8221,0.82
50,Entry short,2025-05-06 23:15,Short,3420.3,2,6840.6,-84,-0.12,0,0.00,-80,-0.12,8221,0.82
51,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3421.6,2,6843.2,-8,-0.01,0,0.00,-4,-0.01,8213,0.82
51,Entry short,2025-05-06 23:15,Short,3421.6,2,6843.2,-8,-0.01,0,0.00,-4,-0.01,8213,0.82
52,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3423.3,2,6842.8,-46,-0.07,0,0.00,-42,-0.06,8167,0.82
52,Entry short,2025-05-06 23:15,Short,3421.4,2,6842.8,-46,-0.07,0,0.00,-42,-0.06,8167,0.82
53,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3423.3,2,6846.6,-8,-0.01,0,0.00,-4,-0.01,8159,0.82
53,Entry short,2025-05-06 23:15,Short,3423.3,2,6846.6,-8,-0.01,0,0.00,-4,-0.01,8159,0.82
54,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3418.9,2,6847,84,0.12,88,0.13,0,0.00,8243,0.82
54,Entry short,2025-05-06 23:15,Short,3423.5,2,6847,84,0.12,88,0.13,0,0.00,8243,0.82
55,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3419.3,2,6838.6,-8,-0.01,0,0.00,-4,-0.01,8235,0.82
55,Entry short,2025-05-06 23:15,Short,3419.3,2,6838.6,-8,-0.01,0,0.00,-4,-0.01,8235,0.82
56,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3416.1,2,6838.8,58,0.08,62,0.09,0,0.00,8293,0.83
56,Entry short,2025-05-06 23:15,Short,3419.4,2,6838.8,58,0.08,62,0.09,0,0.00,8293,0.83
57,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3417.8,2,6835.6,-8,-0.01,0,0.00,-4,-0.01,8285,0.83
57,Entry short,2025-05-06 23:15,Short,3417.8,2,6835.6,-8,-0.01,0,0.00,-4,-0.01,8285,0.83
58,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3413.5,2,6835.6,78,0.11,82,0.12,0,0.00,8363,0.84
58,Entry short,2025-05-06 23:15,Short,3417.8,2,6835.6,78,0.11,82,0.12,0,0.00,8363,0.84
59,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3413.8,2,6827.6,-8,-0.01,0,0.00,-4,-0.01,8355,0.84
59,Entry short,2025-05-06 23:15,Short,3413.8,2,6827.6,-8,-0.01,0,0.00,-4,-0.01,8355,0.84
60,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3410.1,2,6829.2,82,0.12,86,0.13,0,0.00,8437,0.84
60,Entry short,2025-05-06 23:15,Short,3414.6,2,6829.2,82,0.12,86,0.13,0,0.00,8437,0.84
61,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3412.2,2,6824.4,-8,-0.01,0,0.00,-4,-0.01,8429,0.84
61,Entry short,2025-05-06 23:15,Short,3412.2,2,6824.4,-8,-0.01,0,0.00,-4,-0.01,8429,0.84
62,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3408.7,2,6825,68,0.10,72,0.11,0,0.00,8497,0.85
62,Entry short,2025-05-06 23:15,Short,3412.5,2,6825,68,0.10,72,0.11,0,0.00,8497,0.85
63,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3410.7,2,6821.4,-8,-0.01,0,0.00,-4,-0.01,8489,0.85
63,Entry short,2025-05-06 23:15,Short,3410.7,2,6821.4,-8,-0.01,0,0.00,-4,-0.01,8489,0.85
64,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3413,2,6820.4,-64,-0.09,0,0.00,-60,-0.09,8425,0.84
64,Entry short,2025-05-06 23:15,Short,3410.2,2,6820.4,-64,-0.09,0,0.00,-60,-0.09,8425,0.84
65,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3411.6,2,6823.2,-8,-0.01,0,0.00,-4,-0.01,8417,0.84
65,Entry short,2025-05-06 23:15,Short,3411.6,2,6823.2,-8,-0.01,0,0.00,-4,-0.01,8417,0.84
66,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3409,2,6824.8,60,0.09,64,0.09,0,0.00,8477,0.85
66,Entry short,2025-05-06 23:15,Short,3412.4,2,6824.8,60,0.09,64,0.09,0,0.00,8477,0.85
67,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3409.4,2,6818.8,-8,-0.01,0,0.00,-4,-0.01,8469,0.85
67,Entry short,2025-05-06 23:15,Short,3409.4,2,6818.8,-8,-0.01,0,0.00,-4,-0.01,8469,0.85
68,Exit short,2025-05-06 23:15,EOD Close 21:00 UTC,3416.1,2,6817.8,-152,-0.22,0,0.00,-148,-0.22,8317,0.83
68,Entry short,2025-05-06 23:15,Short,3408.9,2,6817.8,-152,-0.22,0,0.00,-148,-0.22,8317,0.83
69,Exit short,2025-05-06 23:20,EOD Close 21:00 UTC,3414,2,6828,-8,-0.01,0,0.00,-4,-0.01,8309,0.83
69,Entry short,2025-05-06 23:20,Short,3414,2,6828,-8,-0.01,0,0.00,-4,-0.01,8309,0.83
70,Exit long,2025-05-06 23:35,EOD Close 21:00 UTC,3404,2,6808,-8,-0.01,0,0.00,-4,-0.01,8301,0.83
70,Entry long,2025-05-06 23:35,Long,3404,2,6808,-8,-0.01,0,0.00,-4,-0.01,8301,0.83
71,Exit short,2025-05-07 01:55,Short Exit,3386.9,2,6745.2,-294,-0.44,104,0.15,-290,-0.43,8007,0.80
71,Entry short,2025-05-07 01:45,Short,3372.6,2,6745.2,-294,-0.44,104,0.15,-290,-0.43,8007,0.80
72,Exit short,2025-05-07 03:20,Short Exit,3392.9,2,6771.6,-150,-0.22,360,0.53,-146,-0.22,7857,0.79
72,Entry short,2025-05-07 02:05,Short,3385.8,2,6771.6,-150,-0.22,360,0.53,-146,-0.22,7857,0.79
73,Exit short,2025-05-07 23:05,EOD Close 21:00 UTC,3379.6,2,6793.4,334,0.49,510,0.75,-50,-0.07,8191,0.82
73,Entry short,2025-05-07 19:20,Short,3396.7,2,6793.4,334,0.49,510,0.75,-50,-0.07,8191,0.82
74,Exit short,2025-05-08 17:10,Short Exit,3315.9,2,6732,994,1.48,998,1.48,-198,-0.29,9185,0.92
74,Entry short,2025-05-08 06:55,Short,3366,2,6732,994,1.48,998,1.48,-198,-0.29,9185,0.92
75,Exit short,2025-05-09 03:40,Short Exit,3300.7,2,6591.6,-106,-0.16,330,0.50,-102,-0.15,9079,0.91
75,Entry short,2025-05-09 02:40,Short,3295.8,2,6591.6,-106,-0.16,330,0.50,-102,-0.15,9079,0.91
76,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3283.3,2,6566.6,-8,-0.01,0,0.00,-4,-0.01,9071,0.91
76,Entry short,2025-05-11 23:15,Short,3283.3,2,6566.6,-8,-0.01,0,0.00,-4,-0.01,9071,0.91
77,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3284.7,2,6564.4,-58,-0.09,0,0.00,-54,-0.08,9013,0.90
77,Entry short,2025-05-11 23:15,Short,3282.2,2,6564.4,-58,-0.09,0,0.00,-54,-0.08,9013,0.90
78,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3284.6,2,6569.2,-8,-0.01,0,0.00,-4,-0.01,9005,0.90
78,Entry short,2025-05-11 23:15,Short,3284.6,2,6569.2,-8,-0.01,0,0.00,-4,-0.01,9005,0.90
79,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282.4,2,6569.6,40,0.06,44,0.07,0,0.00,9045,0.90
79,Entry short,2025-05-11 23:15,Short,3284.8,2,6569.6,40,0.06,44,0.07,0,0.00,9045,0.90
80,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282.3,2,6564.6,-8,-0.01,0,0.00,-4,-0.01,9037,0.90
80,Entry short,2025-05-11 23:15,Short,3282.3,2,6564.6,-8,-0.01,0,0.00,-4,-0.01,9037,0.90
81,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3281.2,2,6565,18,0.03,22,0.03,0,0.00,9055,0.91
81,Entry short,2025-05-11 23:15,Short,3282.5,2,6565,18,0.03,22,0.03,0,0.00,9055,0.91
82,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282.5,2,6565,-8,-0.01,0,0.00,-4,-0.01,9047,0.90
82,Entry short,2025-05-11 23:15,Short,3282.5,2,6565,-8,-0.01,0,0.00,-4,-0.01,9047,0.90
83,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3284.2,2,6564.4,-48,-0.07,0,0.00,-44,-0.07,8999,0.90
83,Entry short,2025-05-11 23:15,Short,3282.2,2,6564.4,-48,-0.07,0,0.00,-44,-0.07,8999,0.90
84,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3283.7,2,6567.4,-8,-0.01,0,0.00,-4,-0.01,8991,0.90
84,Entry short,2025-05-11 23:15,Short,3283.7,2,6567.4,-8,-0.01,0,0.00,-4,-0.01,8991,0.90
85,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3286.6,2,6567.4,-66,-0.10,0,0.00,-62,-0.09,8925,0.89
85,Entry short,2025-05-11 23:15,Short,3283.7,2,6567.4,-66,-0.10,0,0.00,-62,-0.09,8925,0.89
86,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3285.3,2,6570.6,-8,-0.01,0,0.00,-4,-0.01,8917,0.89
86,Entry short,2025-05-11 23:15,Short,3285.3,2,6570.6,-8,-0.01,0,0.00,-4,-0.01,8917,0.89
87,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282,2,6570.8,60,0.09,64,0.10,0,0.00,8977,0.90
87,Entry short,2025-05-11 23:15,Short,3285.4,2,6570.8,60,0.09,64,0.10,0,0.00,8977,0.90
88,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282.6,2,6565.2,-8,-0.01,0,0.00,-4,-0.01,8969,0.90
88,Entry short,2025-05-11 23:15,Short,3282.6,2,6565.2,-8,-0.01,0,0.00,-4,-0.01,8969,0.90
89,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3283.2,2,6564,-32,-0.05,0,0.00,-28,-0.04,8937,0.89
89,Entry short,2025-05-11 23:15,Short,3282,2,6564,-32,-0.05,0,0.00,-28,-0.04,8937,0.89
90,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3282.9,2,6565.8,-8,-0.01,0,0.00,-4,-0.01,8929,0.89
90,Entry short,2025-05-11 23:15,Short,3282.9,2,6565.8,-8,-0.01,0,0.00,-4,-0.01,8929,0.89
91,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3279,2,6565.8,70,0.11,74,0.11,0,0.00,8999,0.90
91,Entry short,2025-05-11 23:15,Short,3282.9,2,6565.8,70,0.11,74,0.11,0,0.00,8999,0.90
92,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3279.7,2,6559.4,-8,-0.01,0,0.00,-4,-0.01,8991,0.90
92,Entry short,2025-05-11 23:15,Short,3279.7,2,6559.4,-8,-0.01,0,0.00,-4,-0.01,8991,0.90
93,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3277.2,2,6560,48,0.07,52,0.08,0,0.00,9039,0.90
93,Entry short,2025-05-11 23:15,Short,3280,2,6560,48,0.07,52,0.08,0,0.00,9039,0.90
94,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3277.6,2,6555.2,-8,-0.01,0,0.00,-4,-0.01,9031,0.90
94,Entry short,2025-05-11 23:15,Short,3277.6,2,6555.2,-8,-0.01,0,0.00,-4,-0.01,9031,0.90
95,Exit short,2025-05-11 23:15,EOD Close 21:00 UTC,3279.5,2,6552,-78,-0.12,0,0.00,-74,-0.11,8953,0.90
95,Entry short,2025-05-11 23:15,Short,3276,2,6552,-78,-0.12,0,0.00,-74,-0.11,8953,0.90
96,Exit short,2025-05-11 23:20,EOD Close 21:00 UTC,3277.7,2,6555.4,-8,-0.01,0,0.00,-4,-0.01,8945,0.89
96,Entry short,2025-05-11 23:20,Short,3277.7,2,6555.4,-8,-0.01,0,0.00,-4,-0.01,8945,0.89
97,Exit long,2025-05-11 23:50,EOD Close 21:00 UTC,3280.6,2,6561.2,-8,-0.01,0,0.00,-4,-0.01,8937,0.89
97,Entry long,2025-05-11 23:50,Long,3280.6,2,6561.2,-8,-0.01,0,0.00,-4,-0.01,8937,0.89
98,Exit short,2025-05-12 04:30,Short Exit,3286.6,2,6549.8,-242,-0.37,248,0.38,-238,-0.36,8695,0.87
98,Entry short,2025-05-12 02:05,Short,3274.9,2,6549.8,-242,-0.37,248,0.38,-238,-0.36,8695,0.87
99,Exit short,2025-05-12 11:20,Short Exit,3213.7,2,6500.8,726,1.12,730,1.12,-122,-0.19,9421,0.94
99,Entry short,2025-05-12 08:10,Short,3250.4,2,6500.8,726,1.12,730,1.12,-122,-0.19,9421,0.94
100,Exit short,2025-05-14 23:05,EOD Close 21:00 UTC,3183.9,2,6408.4,398,0.62,654,1.02,-146,-0.23,9819,0.98
100,Entry short,2025-05-14 13:40,Short,3204.2,2,6408.4,398,0.62,654,1.02,-146,-0.23,9819,0.98
101,Exit short,2025-05-16 13:20,Short Exit,3176,2,6314.6,-382,-0.60,12,0.02,-378,-0.60,9437,0.94
101,Entry short,2025-05-16 12:55,Short,3157.3,2,6314.6,-382,-0.60,12,0.02,-378,-0.60,9437,0.94
102,Exit long,2025-05-18 23:20,EOD Close 21:00 UTC,3236.1,2,6472.2,-8,-0.01,0,0.00,-4,-0.01,9429,0.94
102,Entry long,2025-05-18 23:20,Long,3236.1,2,6472.2,-8,-0.01,0,0.00,-4,-0.01,9429,0.94
103,Exit long,2025-05-19 00:55,EOD Close 21:00 UTC,3238.2,2,6476.4,-8,-0.01,0,0.00,-4,-0.01,9421,0.94
103,Entry long,2025-05-19 00:55,Long,3238.2,2,6476.4,-8,-0.01,0,0.00,-4,-0.01,9421,0.94
104,Exit short,2025-05-19 10:00,Short Exit,3249.3,2,6481.4,-180,-0.28,646,1.00,-176,-0.27,9241,0.92
104,Entry short,2025-05-19 02:05,Short,3240.7,2,6481.4,-180,-0.28,646,1.00,-176,-0.27,9241,0.92
105,Exit short,2025-05-23 13:00,Short Exit,3350.7,2,6687.6,-146,-0.22,44,0.07,-142,-0.21,9095,0.91
105,Entry short,2025-05-23 12:55,Short,3343.8,2,6687.6,-146,-0.22,44,0.07,-142,-0.21,9095,0.91
106,Exit long,2025-05-23 13:10,Long Exit,3344.4,2,6702.4,-144,-0.21,38,0.06,-140,-0.21,8951,0.90
106,Entry long,2025-05-23 13:10,Long,3351.2,2,6702.4,-144,-0.21,38,0.06,-140,-0.21,8951,0.90
107,Exit short,2025-05-27 09:00,Short Exit,3305.8,2,6586.4,-260,-0.39,26,0.04,-256,-0.39,8691,0.87
107,Entry short,2025-05-27 08:55,Short,3293.2,2,6586.4,-260,-0.39,26,0.04,-256,-0.39,8691,0.87
