Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
105,Exit short,2025-05-27 08:50,Short Exit,3298.7,2,6623.8,256,0.39,260,0.39,-14,-0.02,3296,0.33
105,Entry short,2025-05-27 07:45,Short,3311.9,2,6623.8,256,0.39,260,0.39,-14,-0.02,3296,0.33
106,Exit short,2025-05-27 08:50,TP 3:1,3293.2,1,3292.6,-10,-0.03,0,0.00,-8,-0.02,3284,0.33
106,Entry short,2025-05-27 08:50,Short,3292.6,1,3292.6,-10,-0.03,0,0.00,-8,-0.02,3284,0.33
107,Exit short,2025-05-27 14:30,Short Exit,3300.3,1,3292.6,-81,-0.25,65,0.20,-174,-0.53,3205,0.32
107,Entry short,2025-05-27 08:50,Short,3292.6,1,3292.6,-81,-0.25,65,0.20,-174,-0.53,3205,0.32
108,Exit short,2025-05-28 23:00,Short Exit,3311.3,2,6570.2,-532,-0.81,54,0.08,-528,-0.80,2673,0.27
108,Entry short,2025-05-28 21:50,Short,3285.1,2,6570.2,-532,-0.81,54,0.08,-528,-0.80,2673,0.27
109,Exit short,2025-05-29 00:15,EOD Close 21:00 UTC,3293.8,2,6586.4,-20,-0.03,140,0.21,-44,-0.07,2653,0.27
109,Entry short,2025-05-29 00:10,Short,3293.2,2,6586.4,-20,-0.03,140,0.21,-44,-0.07,2653,0.27
110,Exit short,2025-05-29 00:25,EOD Close 21:00 UTC,3288.9,2,6572.4,-62,-0.09,8,0.01,-68,-0.10,2591,0.26
110,Entry short,2025-05-29 00:20,Short,3286.2,2,6572.4,-62,-0.09,8,0.01,-68,-0.10,2591,0.26
111,Exit short,2025-05-29 00:45,EOD Close 21:00 UTC,3281.2,2,6549.4,-138,-0.21,12,0.02,-148,-0.23,2453,0.25
111,Entry short,2025-05-29 00:40,Short,3274.7,2,6549.4,-138,-0.21,12,0.02,-148,-0.23,2453,0.25
112,Exit short,2025-05-29 03:05,Short Exit,3289.6,2,6558,-220,-0.34,204,0.31,-216,-0.33,2233,0.22
112,Entry short,2025-05-29 02:00,Short,3279,2,6558,-220,-0.34,204,0.31,-216,-0.33,2233,0.22
113,Exit long,2025-05-30 14:50,Long Exit,3306.7,2,6654,-414,-0.62,116,0.17,-410,-0.62,1819,0.18
113,Entry long,2025-05-30 13:10,Long,3327,2,6654,-414,-0.62,116,0.17,-410,-0.62,1819,0.18
114,Exit long,2025-06-01 23:05,EOD Close 21:00 UTC,3332.5,2,6656.4,78,0.12,106,0.16,-12,-0.02,1897,0.19
114,Entry long,2025-06-01 23:00,Long,3328.2,2,6656.4,78,0.12,106,0.16,-12,-0.02,1897,0.19
115,Exit short,2025-06-04 13:35,Short Exit,3378.9,2,6747,-116,-0.17,8,0.01,-122,-0.18,1781,0.18
115,Entry short,2025-06-04 13:25,Short,3373.5,2,6747,-116,-0.17,8,0.01,-122,-0.18,1781,0.18
116,Exit short,2025-06-06 15:05,Short Exit,3358.3,2,6759.8,424,0.63,428,0.63,-92,-0.14,2205,0.22
116,Entry short,2025-06-06 13:30,Short,3379.9,2,6759.8,424,0.63,428,0.63,-92,-0.14,2205,0.22
117,Exit long,2025-06-11 13:55,Long Exit,3359.3,2,6753.4,-356,-0.53,108,0.16,-352,-0.52,1849,0.18
117,Entry long,2025-06-11 13:30,Long,3376.7,2,6753.4,-356,-0.53,108,0.16,-352,-0.52,1849,0.18
118,Exit short,2025-06-12 10:10,Short Exit,3382.3,2,6746.4,-190,-0.28,288,0.43,-186,-0.28,1659,0.17
118,Entry short,2025-06-12 08:35,Short,3373.2,2,6746.4,-190,-0.28,288,0.43,-186,-0.28,1659,0.17
119,Exit long,2025-06-13 02:40,Long Exit,3452.5,2,6844.4,598,0.87,602,0.88,-34,-0.05,2257,0.23
119,Entry long,2025-06-13 01:00,Long,3422.2,2,6844.4,598,0.87,602,0.88,-34,-0.05,2257,0.23
120,Exit short,2025-06-17 04:20,Short Exit,3397.1,2,6806.2,112,0.16,116,0.17,-10,-0.01,2369,0.24
120,Entry short,2025-06-17 04:10,Short,3403.1,2,6806.2,112,0.16,116,0.17,-10,-0.01,2369,0.24
121,Exit short,2025-06-18 23:00,EOD Close 21:00 UTC,3387.9,2,6780.4,38,0.06,200,0.29,-92,-0.14,2407,0.24
121,Entry short,2025-06-18 20:10,Short,3390.2,2,6780.4,38,0.06,200,0.29,-92,-0.14,2407,0.24
122,Exit short,2025-06-19 08:35,Short Exit,3381.9,2,6751.8,-128,-0.19,244,0.36,-124,-0.18,2279,0.23
122,Entry short,2025-06-19 07:00,Short,3375.9,2,6751.8,-128,-0.19,244,0.36,-124,-0.18,2279,0.23
123,Exit short,2025-06-23 23:05,EOD Close 21:00 UTC,3377.5,2,6749.2,-66,-0.10,8,0.01,-92,-0.14,2213,0.22
123,Entry short,2025-06-23 23:00,Short,3374.6,2,6749.2,-66,-0.10,8,0.01,-92,-0.14,2213,0.22
124,Exit short,2025-06-24 01:15,Short Exit,3359.7,2,6700.6,-196,-0.29,16,0.02,-192,-0.29,2017,0.20
124,Entry short,2025-06-24 01:00,Short,3350.3,2,6700.6,-196,-0.29,16,0.02,-192,-0.29,2017,0.20
125,Exit short,2025-06-29 23:30,EOD Close 21:00 UTC,3268,2,6518.6,-182,-0.28,10,0.02,-186,-0.29,1835,0.18
125,Entry short,2025-06-29 23:25,Short,3259.3,2,6518.6,-182,-0.28,10,0.02,-186,-0.29,1835,0.18
126,Exit long,2025-07-02 14:45,Long Exit,3348.1,2,6714.8,-194,-0.29,86,0.13,-190,-0.28,1641,0.16
126,Entry long,2025-07-02 13:15,Long,3357.4,2,6714.8,-194,-0.29,86,0.13,-190,-0.28,1641,0.16
127,Exit short,2025-07-03 23:00,EOD Close 21:00 UTC,3333.8,2,6675.4,70,0.10,324,0.49,-224,-0.34,1711,0.17
127,Entry short,2025-07-03 13:30,Short,3337.7,2,6675.4,70,0.10,324,0.49,-224,-0.34,1711,0.17
128,Exit long,2025-07-06 23:05,EOD Close 21:00 UTC,3347.8,2,6702,-72,-0.11,10,0.01,-118,-0.18,1639,0.16
128,Entry long,2025-07-06 23:00,Long,3351,2,6702,-72,-0.11,10,0.01,-118,-0.18,1639,0.16
129,Exit long,2025-07-13 23:05,EOD Close 21:00 UTC,3380.8,2,6760.8,0,0.00,22,0.03,-50,-0.07,1639,0.16
129,Entry long,2025-07-13 23:00,Long,3380.4,2,6760.8,0,0.00,22,0.03,-50,-0.07,1639,0.16
130,Exit short,2025-07-15 16:25,Short Exit,3339.8,2,6724,436,0.65,440,0.65,-28,-0.04,2075,0.21
130,Entry short,2025-07-15 13:30,Short,3362,2,6724,436,0.65,440,0.65,-28,-0.04,2075,0.21
131,Exit short,2025-07-17 15:15,Short Exit,3332.8,2,6644.2,-222,-0.33,152,0.23,-218,-0.33,1853,0.19
131,Entry short,2025-07-17 13:30,Short,3322.1,2,6644.2,-222,-0.33,152,0.23,-218,-0.33,1853,0.19
132,Exit short,2025-07-24 08:50,Short Exit,3375.9,2,6788.4,358,0.53,362,0.53,-80,-0.12,2211,0.22
132,Entry short,2025-07-24 02:05,Short,3394.2,2,6788.4,358,0.53,362,0.53,-80,-0.12,2211,0.22
133,Exit short,2025-07-30 23:00,EOD Close 21:00 UTC,3328.1,2,6686.2,292,0.44,472,0.71,-52,-0.08,2503,0.25
133,Entry short,2025-07-30 19:35,Short,3343.1,2,6686.2,292,0.44,472,0.71,-52,-0.08,2503,0.25
134,Exit long,2025-08-03 23:00,EOD Close 21:00 UTC,3419.1,2,6761.8,756,1.12,852,1.26,-12,-0.02,3259,0.33
134,Entry long,2025-08-01 13:30,Long,3380.9,2,6761.8,756,1.12,852,1.26,-12,-0.02,3259,0.33
135,Exit long,2025-08-07 23:00,Long Exit,3492.2,2,6927.4,562,0.81,566,0.82,-50,-0.07,3821,0.38
135,Entry long,2025-08-07 20:30,Long,3463.7,2,6927.4,562,0.81,566,0.82,-50,-0.07,3821,0.38
136,Exit long,2025-08-08 02:05,Long Exit,3500.2,2,7020,-204,-0.29,92,0.13,-200,-0.28,3617,0.36
136,Entry long,2025-08-08 01:40,Long,3510,2,7020,-204,-0.29,92,0.13,-200,-0.28,3617,0.36
137,Exit short,2025-08-10 23:00,EOD Close 21:00 UTC,3462.7,2,6926.4,2,0.00,360,0.52,-100,-0.14,3619,0.36
137,Entry short,2025-08-08 18:55,Short,3463.2,2,6926.4,2,0.00,360,0.52,-100,-0.14,3619,0.36
138,Exit short,2025-08-11 13:25,Short Exit,3403.6,2,6870.8,628,0.91,632,0.92,-200,-0.29,4247,0.42
138,Entry short,2025-08-11 02:05,Short,3435.4,2,6870.8,628,0.91,632,0.92,-200,-0.29,4247,0.42
139,Exit short,2025-08-14 13:40,Short Exit,3401.7,2,6793.8,-104,-0.15,12,0.02,-100,-0.15,4143,0.41
139,Entry short,2025-08-14 13:30,Short,3396.9,2,6793.8,-104,-0.15,12,0.02,-100,-0.15,4143,0.41
140,Exit long,2025-08-26 21:50,Long Exit,3441.9,2,6828.6,544,0.80,548,0.80,-34,-0.05,4687,0.47
140,Entry long,2025-08-26 01:10,Long,3414.3,2,6828.6,544,0.80,548,0.80,-34,-0.05,4687,0.47
141,Exit long,2025-09-01 03:45,Long Exit,3550.1,2,7052.8,466,0.66,470,0.67,-52,-0.07,5153,0.52
141,Entry long,2025-09-01 02:55,Long,3526.4,2,7052.8,466,0.66,470,0.67,-52,-0.07,5153,0.52
142,Exit short,2025-09-02 14:45,Short Exit,3557.9,2,7098.4,-182,-0.26,210,0.30,-178,-0.25,4971,0.50
142,Entry short,2025-09-02 13:15,Short,3549.2,2,7098.4,-182,-0.26,210,0.30,-178,-0.25,4971,0.50
143,Exit long,2025-09-03 02:00,Long Exit,3602,2,7228.4,-252,-0.35,50,0.07,-248,-0.34,4719,0.47
143,Entry long,2025-09-03 01:20,Long,3614.2,2,7228.4,-252,-0.35,50,0.07,-248,-0.34,4719,0.47
144,Exit short,2025-09-04 04:20,Short Exit,3587.1,2,7154.2,-208,-0.29,8,0.01,-204,-0.29,4511,0.45
144,Entry short,2025-09-04 04:10,Short,3577.1,2,7154.2,-208,-0.29,8,0.01,-204,-0.29,4511,0.45
145,Exit long,2025-09-07 23:00,EOD Close 21:00 UTC,3632.7,2,7272.8,-82,-0.11,378,0.52,-268,-0.37,4429,0.44
145,Entry long,2025-09-05 13:30,Long,3636.4,2,7272.8,-82,-0.11,378,0.52,-268,-0.37,4429,0.44
146,Exit short,2025-09-09 23:05,EOD Close 21:00 UTC,3664.9,2,7325.2,-54,-0.07,18,0.02,-62,-0.08,4375,0.44
146,Entry short,2025-09-09 23:00,Short,3662.6,2,7325.2,-54,-0.07,18,0.02,-62,-0.08,4375,0.44
147,Exit long,2025-09-11 23:00,EOD Close 21:00 UTC,3674.3,2,7354.2,-64,-0.09,92,0.13,-436,-0.59,4311,0.43
147,Entry long,2025-09-11 13:30,Long,3677.1,2,7354.2,-64,-0.09,92,0.13,-436,-0.59,4311,0.43
148,Exit long,2025-09-17 19:50,Long Exit,3686.3,2,7452,-802,-1.08,354,0.48,-798,-1.07,3509,0.35
148,Entry long,2025-09-17 19:00,Long,3726,2,7452,-802,-1.08,354,0.48,-798,-1.07,3509,0.35
149,Exit short,2025-09-17 23:00,EOD Close 21:00 UTC,3692.6,2,7359.6,-264,-0.36,0,0.00,-464,-0.63,3245,0.32
149,Entry short,2025-09-17 19:50,Short,3679.8,2,7359.6,-264,-0.36,0,0.00,-464,-0.63,3245,0.32
150,Exit short,2025-09-19 03:05,Short Exit,3674.5,2,7343.8,-60,-0.08,38,0.05,-56,-0.08,3185,0.32
150,Entry short,2025-09-19 02:50,Short,3671.9,2,7343.8,-60,-0.08,38,0.05,-56,-0.08,3185,0.32
151,Exit short,2025-09-23 23:00,EOD Close 21:00 UTC,3797.4,2,7600.8,52,0.07,328,0.43,-24,-0.03,3237,0.32
151,Entry short,2025-09-23 19:50,Short,3800.4,2,7600.8,52,0.07,328,0.43,-24,-0.03,3237,0.32
152,Exit short,2025-09-25 19:35,Short Exit,3784.5,2,7550,-198,-0.26,456,0.60,-194,-0.26,3039,0.30
152,Entry short,2025-09-25 13:30,Short,3775,2,7550,-198,-0.26,456,0.60,-194,-0.26,3039,0.30
153,Exit long,2025-09-26 15:15,Long Exit,3809.1,2,7568.4,490,0.65,494,0.65,-120,-0.16,3529,0.35
153,Entry long,2025-09-26 13:30,Long,3784.2,2,7568.4,490,0.65,494,0.65,-120,-0.16,3529,0.35
154,Exit long,2025-09-28 23:05,EOD Close 21:00 UTC,3796.7,2,7588.6,40,0.05,50,0.07,-34,-0.04,3569,0.36
154,Entry long,2025-09-28 23:00,Long,3794.3,2,7588.6,40,0.05,50,0.07,-34,-0.04,3569,0.36
155,Exit short,2025-09-30 09:35,Short Exit,3835.6,2,7727.6,556,0.72,560,0.72,-72,-0.09,4125,0.41
155,Entry short,2025-09-30 09:05,Short,3863.8,2,7727.6,556,0.72,560,0.72,-72,-0.09,4125,0.41
156,Exit short,2025-09-30 09:35,TP 3:1,3835.6,1,3835.4,-6,-0.02,0,0.00,-4,-0.01,4117,0.41
156,Entry short,2025-09-30 09:35,Short,3835.4,1,3835.4,-6,-0.02,0,0.00,-4,-0.01,4117,0.41
157,Exit short,2025-09-30 11:40,Short Exit,3838,1,3835.4,-30,-0.08,148,0.39,-143,-0.37,4089,0.41
157,Entry short,2025-09-30 09:35,Short,3835.4,1,3835.4,-30,-0.08,148,0.39,-143,-0.37,4089,0.41
158,Exit long,2025-10-06 00:00,EOD Close 21:00 UTC,3942.1,2,7854.6,288,0.37,314,0.40,-60,-0.08,4377,0.44
158,Entry long,2025-10-05 23:55,Long,3927.3,2,7854.6,288,0.37,314,0.40,-60,-0.08,4377,0.44
159,Exit short,2025-10-08 23:00,EOD Close 21:00 UTC,4055.1,2,8108.8,-22,-0.03,42,0.05,-316,-0.39,4355,0.44
159,Entry short,2025-10-08 20:05,Short,4054.4,2,8108.8,-22,-0.03,42,0.05,-316,-0.39,4355,0.44
160,Exit short,2025-10-08 23:10,EOD Close 21:00 UTC,4044,2,8077,-118,-0.15,36,0.04,-168,-0.21,4237,0.42
160,Entry short,2025-10-08 23:05,Short,4038.5,2,8077,-118,-0.15,36,0.04,-168,-0.21,4237,0.42
161,Exit short,2025-10-09 02:15,Short Exit,4044.1,2,8057.8,-312,-0.39,14,0.02,-308,-0.38,3925,0.39
161,Entry short,2025-10-09 02:00,Short,4028.9,2,8057.8,-312,-0.39,14,0.02,-308,-0.38,3925,0.39
162,Exit short,2025-10-09 20:10,Short Exit,3984.4,2,7930.2,-394,-0.50,152,0.19,-390,-0.49,3531,0.35
162,Entry short,2025-10-09 18:10,Short,3965.1,2,7930.2,-394,-0.50,152,0.19,-390,-0.49,3531,0.35
163,Exit short,2025-10-09 23:15,EOD Close 21:00 UTC,3988.6,2,7966.2,-118,-0.15,0,0.00,-122,-0.15,3413,0.34
163,Entry short,2025-10-09 23:10,Short,3983.1,2,7966.2,-118,-0.15,0,0.00,-122,-0.15,3413,0.34
164,Exit short,2025-10-09 23:30,EOD Close 21:00 UTC,3988.7,2,7975,-32,-0.04,22,0.03,-50,-0.06,3381,0.34
164,Entry short,2025-10-09 23:25,Short,3987.5,2,7975,-32,-0.04,22,0.03,-50,-0.06,3381,0.34
165,Exit short,2025-10-10 05:05,Short Exit,3973.4,2,7997.2,496,0.62,500,0.63,-116,-0.15,3877,0.39
165,Entry short,2025-10-10 02:05,Short,3998.6,2,7997.2,496,0.62,500,0.63,-116,-0.15,3877,0.39
166,Exit short,2025-10-10 05:25,Short Exit,3972.5,2,7926.2,-196,-0.25,0,0.00,-192,-0.24,3681,0.37
166,Entry short,2025-10-10 05:10,Short,3963.1,2,7926.2,-196,-0.25,0,0.00,-192,-0.24,3681,0.37
167,Exit short,2025-10-10 08:20,Short Exit,3976.8,2,7937,-174,-0.22,30,0.04,-170,-0.21,3507,0.35
167,Entry short,2025-10-10 08:05,Short,3968.5,2,7937,-174,-0.22,30,0.04,-170,-0.21,3507,0.35
168,Exit long,2025-10-10 13:45,Long Exit,3998.7,2,8020.6,-240,-0.30,4,0.00,-236,-0.29,3267,0.33
168,Entry long,2025-10-10 12:45,Long,4010.3,2,8020.6,-240,-0.30,4,0.00,-236,-0.29,3267,0.33
169,Exit long,2025-10-12 23:05,EOD Close 21:00 UTC,4030.5,2,8056.6,36,0.04,144,0.18,-136,-0.17,3303,0.33
169,Entry long,2025-10-12 23:00,Long,4028.3,2,8056.6,36,0.04,144,0.18,-136,-0.17,3303,0.33
170,Exit long,2025-10-12 23:25,EOD Close 21:00 UTC,4057,2,8110,32,0.04,128,0.16,-58,-0.07,3335,0.33
170,Entry long,2025-10-12 23:20,Long,4055,2,8110,32,0.04,128,0.16,-58,-0.07,3335,0.33
171,Exit long,2025-10-13 00:05,EOD Close 21:00 UTC,4077.2,2,8135,186,0.23,214,0.26,-54,-0.07,3521,0.35
171,Entry long,2025-10-13 00:00,Long,4067.5,2,8135,186,0.23,214,0.26,-54,-0.07,3521,0.35
172,Exit long,2025-10-13 06:15,Long Exit,4084.5,2,8105.4,628,0.77,632,0.78,-42,-0.05,4149,0.41
172,Entry long,2025-10-13 01:20,Long,4052.7,2,8105.4,628,0.77,632,0.78,-42,-0.05,4149,0.41
173,Exit long,2025-10-14 00:35,EOD Close 21:00 UTC,4148.2,2,8292,36,0.04,78,0.09,-18,-0.02,4185,0.42
173,Entry long,2025-10-14 00:30,Long,4146,2,8292,36,0.04,78,0.09,-18,-0.02,4185,0.42
174,Exit long,2025-10-14 06:40,Long Exit,4145.8,2,8316.6,-258,-0.31,666,0.80,-254,-0.31,3927,0.39
174,Entry long,2025-10-14 02:10,Long,4158.3,2,8316.6,-258,-0.31,666,0.80,-254,-0.31,3927,0.39
175,Exit short,2025-10-14 23:00,EOD Close 21:00 UTC,4157.7,2,8264,-522,-0.63,528,0.64,-804,-0.97,3405,0.34
175,Entry short,2025-10-14 06:40,Short,4132,2,8264,-522,-0.63,528,0.64,-804,-0.97,3405,0.34
176,Exit long,2025-10-14 23:15,EOD Close 21:00 UTC,4179.2,2,8355.4,22,0.03,52,0.06,-78,-0.09,3427,0.34
176,Entry long,2025-10-14 23:10,Long,4177.7,2,8355.4,22,0.03,52,0.06,-78,-0.09,3427,0.34
177,Exit long,2025-10-15 08:55,Long Exit,4226.8,2,8383.4,694,0.83,698,0.83,-120,-0.14,4121,0.41
177,Entry long,2025-10-15 02:00,Long,4191.7,2,8383.4,694,0.83,698,0.83,-120,-0.14,4121,0.41
178,Exit long,2025-10-15 13:20,Long Exit,4196.6,2,8412.4,-200,-0.24,346,0.41,-196,-0.23,3921,0.39
178,Entry long,2025-10-15 10:25,Long,4206.2,2,8412.4,-200,-0.24,346,0.41,-196,-0.23,3921,0.39
179,Exit long,2025-10-15 23:00,EOD Close 21:00 UTC,4228.9,2,8404.6,524,0.62,548,0.65,-130,-0.15,4445,0.44
179,Entry long,2025-10-15 13:30,Long,4202.3,2,8404.6,524,0.62,548,0.65,-130,-0.15,4445,0.44
180,Exit short,2025-10-16 07:10,Short Exit,4236,2,8444.4,-284,-0.34,114,0.13,-280,-0.33,4161,0.42
180,Entry short,2025-10-16 06:30,Short,4222.2,2,8444.4,-284,-0.34,114,0.13,-280,-0.33,4161,0.42
181,Exit long,2025-10-16 23:00,Long Exit,4358.9,2,8645.8,712,0.82,716,0.83,-36,-0.04,4873,0.49
181,Entry long,2025-10-16 20:50,Long,4322.9,2,8645.8,712,0.82,716,0.83,-36,-0.04,4873,0.49
182,Exit long,2025-10-16 23:00,TP 3:1,4352.1,1,4361.7,-100,-0.23,0,0.00,-98,-0.22,4771,0.48
182,Entry long,2025-10-16 23:00,Long,4361.7,1,4361.7,-100,-0.23,0,0.00,-98,-0.22,4771,0.48
183,Exit long,2025-10-16 23:00,EOD Close 21:00 UTC,4352.1,1,4361.7,-100,-0.23,0,0.00,-98,-0.22,4673,0.47
183,Entry long,2025-10-16 23:00,Long,4361.7,1,4361.7,-100,-0.23,0,0.00,-98,-0.22,4673,0.47
184,Exit long,2025-10-16 23:10,EOD Close 21:00 UTC,4363,2,8732.6,-74,-0.08,178,0.20,-92,-0.11,4599,0.46
184,Entry long,2025-10-16 23:05,Long,4366.3,2,8732.6,-74,-0.08,178,0.20,-92,-0.11,4599,0.46
185,Exit long,2025-10-16 23:20,EOD Close 21:00 UTC,4372.4,2,8761.8,-178,-0.20,32,0.04,-242,-0.28,4421,0.44
185,Entry long,2025-10-16 23:15,Long,4380.9,2,8761.8,-178,-0.20,32,0.04,-242,-0.28,4421,0.44
186,Exit long,2025-10-17 02:15,Long Exit,4358.1,2,8736.2,-208,-0.24,60,0.07,-234,-0.27,4213,0.42
186,Entry long,2025-10-17 02:05,Long,4368.1,2,8736.2,-208,-0.24,60,0.07,-234,-0.27,4213,0.42
187,Exit short,2025-10-17 03:00,Short Exit,4335.2,2,8605.4,-658,-0.76,232,0.27,-654,-0.76,3555,0.36
187,Entry short,2025-10-17 02:40,Short,4302.7,2,8605.4,-658,-0.76,232,0.27,-654,-0.76,3555,0.36
188,Exit long,2025-10-17 05:15,Long Exit,4378.4,2,8771,-150,-0.17,54,0.06,-146,-0.17,3405,0.34
188,Entry long,2025-10-17 05:00,Long,4385.5,2,8771,-150,-0.17,54,0.06,-146,-0.17,3405,0.34
189,Exit long,2025-10-17 12:30,Long Exit,4321,2,8715.2,-740,-0.85,120,0.14,-736,-0.84,2665,0.27
189,Entry long,2025-10-17 08:20,Long,4357.6,2,8715.2,-740,-0.85,120,0.14,-736,-0.84,2665,0.27
190,Exit short,2025-10-19 23:00,EOD Close 21:00 UTC,4279.7,2,8634,738,0.85,2402,2.78,-312,-0.36,3403,0.34
190,Entry short,2025-10-17 12:30,Short,4317,2,8634,738,0.85,2402,2.78,-312,-0.36,3403,0.34
191,Exit short,2025-10-19 23:35,EOD Close 21:00 UTC,4269.5,2,8530,-98,-0.11,56,0.07,-104,-0.12,3305,0.33
191,Entry short,2025-10-19 23:30,Short,4265,2,8530,-98,-0.11,56,0.07,-104,-0.12,3305,0.33
192,Exit short,2025-10-20 01:35,Short Exit,4248.4,2,8473,-246,-0.29,148,0.17,-242,-0.29,3059,0.31
192,Entry short,2025-10-20 01:10,Short,4236.5,2,8473,-246,-0.29,148,0.17,-242,-0.29,3059,0.31
193,Exit short,2025-10-20 02:10,Short Exit,4261.7,2,8491,-332,-0.39,96,0.11,-328,-0.39,2727,0.27
193,Entry short,2025-10-20 02:00,Short,4245.5,2,8491,-332,-0.39,96,0.11,-328,-0.39,2727,0.27
194,Exit short,2025-10-20 06:30,Short Exit,4270.1,2,8526,-150,-0.18,12,0.01,-146,-0.17,2577,0.26
194,Entry short,2025-10-20 06:20,Short,4263,2,8526,-150,-0.18,12,0.01,-146,-0.17,2577,0.26
195,Exit short,2025-10-20 07:10,Short Exit,4253.7,2,8489.4,-188,-0.22,0,0.00,-192,-0.23,2389,0.24
195,Entry short,2025-10-20 07:00,Short,4244.7,2,8489.4,-188,-0.22,0,0.00,-192,-0.23,2389,0.24
196,Exit long,2025-10-20 13:35,Long Exit,4332.6,2,8589.6,748,0.87,752,0.88,-146,-0.17,3137,0.31
196,Entry long,2025-10-20 12:55,Long,4294.8,2,8589.6,748,0.87,752,0.88,-146,-0.17,3137,0.31
197,Exit long,2025-10-20 13:35,TP 3:1,4334.8,1,4335.6,-12,-0.03,0,0.00,-10,-0.02,3123,0.31
197,Entry long,2025-10-20 13:35,Long,4335.6,1,4335.6,-12,-0.03,0,0.00,-10,-0.02,3123,0.31
198,Exit long,2025-10-20 14:35,Long Exit,4321,1,4335.6,-150,-0.35,89,0.21,-148,-0.34,2975,0.30
198,Entry long,2025-10-20 13:35,Long,4335.6,1,4335.6,-150,-0.35,89,0.21,-148,-0.34,2975,0.30
199,Exit long,2025-10-20 21:35,Long Exit,4364.4,2,8754.2,-262,-0.30,40,0.05,-258,-0.29,2713,0.27
199,Entry long,2025-10-20 21:20,Long,4377.1,2,8754.2,-262,-0.30,40,0.05,-258,-0.29,2713,0.27
200,Exit long,2025-10-21 02:50,Long Exit,4356.7,2,8727,-144,-0.16,46,0.05,-140,-0.16,2569,0.26
200,Entry long,2025-10-21 02:40,Long,4363.5,2,8727,-144,-0.16,46,0.05,-140,-0.16,2569,0.26
201,Exit short,2025-10-21 07:40,Short Exit,4349.2,2,8675.8,-234,-0.27,94,0.11,-230,-0.27,2335,0.23
201,Entry short,2025-10-21 06:30,Short,4337.9,2,8675.8,-234,-0.27,94,0.11,-230,-0.27,2335,0.23
202,Exit short,2025-10-21 13:10,Short Exit,4247.5,2,8634.8,1390,1.61,1394,1.61,-106,-0.12,3725,0.37
202,Entry short,2025-10-21 08:30,Short,4317.4,2,8634.8,1390,1.61,1394,1.61,-106,-0.12,3725,0.37
203,Exit short,2025-10-21 13:10,TP 3:1,4237.6,1,4226.4,-116,-0.27,0,0.00,-114,-0.27,3607,0.36
203,Entry short,2025-10-21 13:10,Short,4226.4,1,4226.4,-116,-0.27,0,0.00,-114,-0.27,3607,0.36
204,Exit short,2025-10-21 15:50,Short Exit,4127.8,1,4226.4,982,2.32,1339,3.17,-203,-0.48,4591,0.46
204,Entry short,2025-10-21 13:10,Short,4226.4,1,4226.4,982,2.32,1339,3.17,-203,-0.48,4591,0.46
205,Exit short,2025-10-21 23:10,EOD Close 21:00 UTC,4131.8,2,8258.4,-60,-0.07,46,0.06,-96,-0.12,4531,0.45
205,Entry short,2025-10-21 23:05,Short,4129.2,2,8258.4,-60,-0.07,46,0.06,-96,-0.12,4531,0.45
206,Exit short,2025-10-22 00:50,EOD Close 21:00 UTC,4118.8,2,8247,86,0.10,164,0.20,-22,-0.03,4617,0.46
206,Entry short,2025-10-22 00:45,Short,4123.5,2,8247,86,0.10,164,0.20,-22,-0.03,4617,0.46
207,Exit short,2025-10-22 23:00,EOD Close 21:00 UTC,4128.7,2,8212.8,-454,-0.55,1704,2.07,-1368,-1.67,4163,0.42
207,Entry short,2025-10-22 00:55,Short,4106.4,2,8212.8,-454,-0.55,1704,2.07,-1368,-1.67,4163,0.42
208,Exit long,2025-10-23 01:15,Long Exit,4099.7,2,8224.6,-260,-0.32,18,0.02,-256,-0.31,3903,0.39
208,Entry long,2025-10-23 01:00,Long,4112.3,2,8224.6,-260,-0.32,18,0.02,-256,-0.31,3903,0.39
209,Exit short,2025-10-23 01:30,Short Exit,4099.2,2,8176,-232,-0.28,84,0.10,-228,-0.28,3671,0.37
209,Entry short,2025-10-23 01:20,Short,4088,2,8176,-232,-0.28,84,0.10,-228,-0.28,3671,0.37
210,Exit long,2025-10-23 07:00,Long Exit,4128.7,2,8219.6,370,0.45,374,0.45,-86,-0.10,4041,0.40
210,Entry long,2025-10-23 06:30,Long,4109.8,2,8219.6,370,0.45,374,0.45,-86,-0.10,4041,0.40
211,Exit long,2025-10-23 07:00,TP 3:1,4137.2,1,4139.5,-27,-0.07,0,0.00,-25,-0.06,4012,0.40
211,Entry long,2025-10-23 07:00,Long,4139.5,1,4139.5,-27,-0.07,0,0.00,-25,-0.06,4012,0.40
212,Exit long,2025-10-23 07:15,Long Exit,4140.4,1,4139.5,5,0.01,128,0.31,-48,-0.12,4019,0.40
212,Entry long,2025-10-23 07:00,Long,4139.5,1,4139.5,5,0.01,128,0.31,-48,-0.12,4019,0.40
213,Exit long,2025-10-23 13:10,Long Exit,4121.5,2,8264.4,-222,-0.27,26,0.03,-218,-0.26,3797,0.38
213,Entry long,2025-10-23 12:00,Long,4132.2,2,8264.4,-222,-0.27,26,0.03,-218,-0.26,3797,0.38
