Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
57,Entry short,2025-09-04 15:05,Short Entry,3594.5,2,7189,-586.22,-0.81,0,0.00,-513.89,-0.71,-9486.61,-9.49
58,Exit short,2025-09-05 13:30,Short Exit,3619.9,2,7222,-322.62,-0.45,115.78,0.16,-250.22,-0.35,-9809.23,-9.81
58,Entry short,2025-09-05 07:15,Short Entry,3611,2,7222,-322.62,-0.45,115.78,0.16,-250.22,-0.35,-9809.23,-9.81
59,Exit short,2025-09-05 17:30,Short Exit,3655.4,2,7260.4,-649.71,-0.89,0,0.00,-576.6,-0.79,-10458.94,-10.46
59,Entry short,2025-09-05 15:40,Short Entry,3630.2,2,7260.4,-649.71,-0.89,0,0.00,-576.6,-0.79,-10458.94,-10.46
60,Exit short,2025-09-07 23:00,Short Exit,3624.7,2,7284.8,208.66,0.29,281.15,0.39,-120.85,-0.17,-10250.28,-10.25
60,Entry short,2025-09-05 21:05,Short Entry,3642.4,2,7284.8,208.66,0.29,281.15,0.39,-120.85,-0.17,-10250.28,-10.25
61,Exit long,2025-09-08 08:10,Long Exit,3641.9,2,7257.4,118.59,0.16,191.43,0.26,-96.57,-0.13,-10131.69,-10.13
61,Entry long,2025-09-08 06:50,Long Entry,3628.7,2,7257.4,118.59,0.16,191.43,0.26,-96.57,-0.13,-10131.69,-10.13
62,Exit short,2025-09-09 01:15,Short Exit,3679.5,2,7347.8,-259.07,-0.35,14.52,0.02,-185.48,-0.25,-10390.76,-10.39
62,Entry short,2025-09-08 23:30,Short Entry,3673.9,2,7347.8,-259.07,-0.35,14.52,0.02,-185.48,-0.25,-10390.76,-10.39
63,Exit short,2025-09-09 05:45,Short Exit,3695.1,2,7366.6,-383.57,-0.52,0,0.00,-309.67,-0.42,-10774.33,-10.77
63,Entry short,2025-09-09 04:40,Short Entry,3683.3,2,7366.6,-383.57,-0.52,0,0.00,-309.67,-0.42,-10774.33,-10.77
64,Exit long,2025-09-09 07:05,Long Exit,3687.9,2,7389,-279.65,-0.38,8.11,0.01,-205.89,-0.28,-11053.98,-11.05
64,Entry long,2025-09-09 05:55,Long Entry,3694.5,2,7389,-279.65,-0.38,8.11,0.01,-205.89,-0.28,-11053.98,-11.05
65,Exit short,2025-09-09 07:10,Short Exit,3680,2,7356.4,-183.16,-0.25,0,0.00,-109.56,-0.15,-11237.14,-11.24
65,Entry short,2025-09-09 07:05,Short Entry,3678.2,2,7356.4,-183.16,-0.25,0,0.00,-109.56,-0.15,-11237.14,-11.24
66,Exit long,2025-09-09 15:05,Long Exit,3682.2,2,7389.6,-399.54,-0.54,334.1,0.45,-325.9,-0.44,-11636.68,-11.64
66,Entry long,2025-09-09 10:15,Long Entry,3694.8,2,7389.6,-399.54,-0.54,334.1,0.45,-325.9,-0.44,-11636.68,-11.64
67,Exit short,2025-09-09 15:10,Short Exit,3688.9,2,7363,-295.41,-0.40,0,0.00,-227.63,-0.31,-11932.09,-11.93
67,Entry short,2025-09-09 15:05,Short Entry,3681.5,2,7363,-295.41,-0.40,0,0.00,-227.63,-0.31,-11932.09,-11.93
68,Exit long,2025-09-10 02:25,Long Exit,3657.8,2,7335.6,-346.51,-0.47,124.64,0.17,-273.36,-0.37,-12278.6,-12.28
68,Entry long,2025-09-09 23:50,Long Entry,3667.8,2,7335.6,-346.51,-0.47,124.64,0.17,-273.36,-0.37,-12278.6,-12.28
69,Exit long,2025-09-10 10:50,Long Exit,3694.7,2,7342,326.69,0.44,400.58,0.55,-129.42,-0.18,-11951.92,-11.95
69,Entry long,2025-09-10 03:10,Long Entry,3671,2,7342,326.69,0.44,400.58,0.55,-129.42,-0.18,-11951.92,-11.95
70,Exit short,2025-09-10 13:30,Short Exit,3697.1,2,7377,-319.71,-0.43,0,0.00,-245.77,-0.33,-12271.63,-12.27
70,Entry short,2025-09-10 12:45,Short Entry,3688.5,2,7377,-319.71,-0.43,0,0.00,-245.77,-0.33,-12271.63,-12.27
71,Exit long,2025-09-10 15:50,Long Exit,3683.2,2,7390,-383.56,-0.52,0,0.00,-309.9,-0.42,-12655.19,-12.66
71,Entry long,2025-09-10 15:20,Long Entry,3695,2,7390,-383.56,-0.52,0,0.00,-309.9,-0.42,-12655.19,-12.66
72,Exit short,2025-09-11 13:30,Short Exit,3679.5,2,7359.2,-145.18,-0.20,518.41,0.70,-273.59,-0.37,-12800.37,-12.80
72,Entry short,2025-09-10 16:25,Short Entry,3679.6,2,7359.2,-145.18,-0.20,518.41,0.70,-273.59,-0.37,-12800.37,-12.80
73,Exit short,2025-09-12 02:30,Short Exit,3682.7,2,7319.2,-608.85,-0.83,8.81,0.01,-535.19,-0.73,-13409.22,-13.41
73,Entry short,2025-09-11 14:30,Short Entry,3659.6,2,7319.2,-608.85,-0.83,8.81,0.01,-535.19,-0.73,-13409.22,-13.41
74,Exit short,2025-09-12 09:50,Short Exit,3678.1,2,7381.6,106.62,0.14,180.18,0.24,-97.82,-0.13,-13302.6,-13.30
74,Entry short,2025-09-12 07:20,Short Entry,3690.8,2,7381.6,106.62,0.14,180.18,0.24,-97.82,-0.13,-13302.6,-13.30
75,Exit long,2025-09-12 13:25,Long Exit,3678.5,2,7373.2,-309.3,-0.42,2.27,0.00,-235.73,-0.32,-13611.9,-13.61
75,Entry long,2025-09-12 11:15,Long Entry,3686.6,2,7373.2,-309.3,-0.42,2.27,0.00,-235.73,-0.32,-13611.9,-13.61
76,Exit long,2025-09-15 00:05,Long Exit,3676.8,2,7372.8,-339.26,-0.46,52.27,0.07,-265.73,-0.36,-13951.16,-13.95
76,Entry long,2025-09-12 14:10,Long Entry,3686.4,2,7372.8,-339.26,-0.46,52.27,0.07,-265.73,-0.36,-13951.16,-13.95
77,Exit long,2025-09-15 14:35,Long Exit,3697.1,2,7353.6,258.52,0.35,332.46,0.45,-183.54,-0.25,-13692.64,-13.69
77,Entry long,2025-09-15 03:10,Long Entry,3676.8,2,7353.6,258.52,0.35,332.46,0.45,-183.54,-0.25,-13692.64,-13.69
78,Exit short,2025-09-16 01:25,Short Exit,3722.5,2,7432.6,-272.78,-0.37,0,0.00,-198.33,-0.27,-13965.42,-13.97
78,Entry short,2025-09-15 23:10,Short Entry,3716.3,2,7432.6,-272.78,-0.37,0,0.00,-198.33,-0.27,-13965.42,-13.97
79,Exit short,2025-09-16 07:35,Short Exit,3726.1,2,7436.4,-306.89,-0.41,57.64,0.08,-232.36,-0.31,-14272.3,-14.27
79,Entry short,2025-09-16 02:10,Short Entry,3718.2,2,7436.4,-306.89,-0.41,57.64,0.08,-232.36,-0.31,-14272.3,-14.27
